# E_MeV_per_n    Probability
1.033441e+00 1.563979e-03
1.103716e+00 1.608660e-03
1.178769e+00 1.714985e-03
1.258925e+00 1.637859e-03
1.344533e+00 1.552565e-03
1.435962e+00 1.669781e-03
1.533608e+00 1.991150e-03
1.637894e+00 2.126569e-03
1.749271e+00 2.717090e-03
1.868222e+00 3.202952e-03
1.995262e+00 3.478642e-03
2.130941e+00 4.041420e-03
2.275846e+00 4.316246e-03
2.430604e+00 5.989470e-03
2.595887e+00 6.992948e-03
2.772408e+00 7.309891e-03
2.960933e+00 7.329173e-03
3.162278e+00 7.827540e-03
3.377314e+00 7.745353e-03
3.606973e+00 8.118757e-03
3.852248e+00 7.965635e-03
4.114203e+00 7.187039e-03
4.393971e+00 7.675796e-03
4.692762e+00 1.037055e-02
5.011872e+00 1.130914e-02
5.352682e+00 1.346128e-02
5.716667e+00 1.608176e-02
6.105402e+00 1.714024e-02
6.520572e+00 1.250699e-02
6.963974e+00 1.335747e-02
7.437527e+00 1.317480e-02
7.943282e+00 1.317180e-02
8.483429e+00 1.405150e-02
9.060306e+00 1.486836e-02
9.676411e+00 1.587942e-02
1.033441e+01 1.468377e-02
1.103716e+01 1.445346e-02
1.178769e+01 1.463585e-02
1.258925e+01 1.246023e-02
1.344533e+01 1.330754e-02
1.435962e+01 1.786817e-02
1.533608e+01 2.029505e-02
1.637894e+01 1.992919e-02
1.749271e+01 1.721540e-02
1.868222e+01 1.838605e-02
1.995262e+01 1.736315e-02
2.130941e+01 1.815333e-02
2.275846e+01 2.272729e-02
2.430604e+01 2.928862e-02
2.595887e+01 3.128054e-02
2.772408e+01 2.215538e-02
2.960933e+01 2.314948e-02
3.162278e+01 2.401393e-02
3.377314e+01 2.493639e-02
3.606973e+01 2.621738e-02
3.852248e+01 2.105357e-02
4.114203e+01 2.248517e-02
4.393971e+01 2.181334e-02
4.692762e+01 2.183194e-02
5.011872e+01 2.173000e-02
5.352682e+01 1.449924e-02
5.716667e+01 1.548523e-02
6.105402e+01 1.738945e-02
6.520572e+01 1.893364e-02
6.963974e+01 1.811288e-02
7.437527e+01 1.310452e-02
7.943282e+01 1.399564e-02
8.483429e+01 1.080585e-02
9.060306e+01 1.053021e-02
9.676411e+01 1.054844e-02
1.033441e+02 9.978872e-03
1.103716e+02 1.065758e-02
1.178769e+02 6.415720e-03
1.258925e+02 6.340305e-03
1.344533e+02 5.449035e-03
1.435962e+02 4.212123e-03
1.533608e+02 4.494925e-03
1.637894e+02 4.423086e-03
1.749271e+02 4.723830e-03
1.868222e+02 3.346360e-03
1.995262e+02 2.193838e-03
2.130941e+02 2.241821e-03
2.275846e+02 1.548218e-03
2.430604e+02 1.653486e-03
2.595887e+02 1.332011e-03
2.772408e+02 1.191794e-03
2.960933e+02 1.052025e-03
3.162278e+02 2.669626e-04
3.377314e+02 2.851156e-04
3.606973e+02 2.370995e-04
3.852248e+02 2.312942e-04
4.114203e+02 2.193052e-04
4.393971e+02 1.706758e-04
4.692762e+02 1.822809e-04
5.011872e+02 1.042344e-04
5.352682e+02 9.622232e-05
5.716667e+02 6.930893e-05
6.105402e+02 2.448649e-05
6.520572e+02 2.615163e-05
6.963974e+02 3.054707e-04
7.437527e+02 3.378019e-04
7.943282e+02 1.809560e-04
8.483429e+02 1.573563e-05
9.060306e+02 1.573815e-05
