# E_MeV_per_n    Probability
1.033441e+00 3.233425e-02
1.103716e+00 5.308492e-02
1.178769e+00 5.432696e-02
1.258925e+00 4.227911e-02
1.344533e+00 4.515414e-02
1.435962e+00 2.592599e-02
1.533608e+00 1.707743e-02
1.637894e+00 1.856153e-02
1.749271e+00 2.090995e-02
1.868222e+00 2.233183e-02
1.995262e+00 2.348203e-02
2.130941e+00 2.497467e-02
2.275846e+00 2.544786e-02
2.430604e+00 2.466716e-02
2.595887e+00 2.634476e-02
2.772408e+00 1.012411e-02
2.960933e+00 8.403550e-03
3.162278e+00 2.623333e-02
3.377314e+00 5.112958e-02
3.606973e+00 5.460653e-02
3.852248e+00 7.049313e-03
4.114203e+00 6.762499e-03
4.393971e+00 5.373660e-03
4.692762e+00 4.084619e-03
5.011872e+00 4.332653e-03
5.352682e+00 4.300909e-03
5.716667e+00 4.593383e-03
6.105402e+00 1.836080e-02
6.520572e+00 2.755812e-02
6.963974e+00 2.434762e-02
7.437527e+00 3.071718e-03
7.943282e+00 3.280598e-03
8.483429e+00 1.156991e-02
9.060306e+00 1.533706e-02
9.676411e+00 2.540547e-02
1.033441e+01 5.033071e-02
1.103716e+01 5.375394e-02
1.178769e+01 2.798530e-02
1.258925e+01 2.396553e-02
1.344533e+01 1.637008e-02
1.435962e+01 2.390082e-03
1.533608e+01 2.552579e-03
1.637894e+01 1.495955e-02
1.749271e+01 1.682209e-02
1.868222e+01 9.283919e-03
1.995262e+01 4.819989e-04
2.130941e+01 5.690650e-04
2.275846e+01 2.041738e-03
2.430604e+01 2.180562e-03
2.595887e+01 1.145758e-03
2.772408e+01 3.664017e-04
2.960933e+01 4.169050e-04
3.162278e+01 6.104325e-04
3.377314e+01 6.519410e-04
3.606973e+01 2.122202e-04
5.011872e+01 2.471467e-05
5.352682e+01 3.324441e-05
5.716667e+01 2.321706e-05
