# E_MeV_per_n    Probability
2.960933e+00 2.308487e-05
3.162278e+00 3.172013e-05
3.377314e+00 2.273593e-05
1.749271e+01 4.867578e-05
1.868222e+01 6.277333e-05
1.995262e+01 5.435401e-05
2.130941e+01 3.606228e-05
2.275846e+01 3.851459e-05
2.430604e+01 1.526178e-04
2.595887e+01 1.725056e-04
2.772408e+01 2.589754e-04
2.960933e+01 3.623297e-04
3.162278e+01 3.862041e-04
3.377314e+01 3.805196e-04
3.606973e+01 4.063959e-04
3.852248e+01 4.826197e-04
4.114203e+01 5.526609e-04
4.393971e+01 5.822978e-04
4.692762e+01 5.641023e-04
5.011872e+01 6.024645e-04
5.352682e+01 5.196632e-04
5.716667e+01 4.933148e-04
6.105402e+01 5.501045e-04
6.520572e+01 6.703637e-04
6.963974e+01 7.159489e-04
7.437527e+01 4.883892e-04
7.943282e+01 4.387109e-04
8.483429e+01 1.091359e-03
9.060306e+01 2.501587e-03
9.676411e+01 2.671697e-03
1.033441e+02 1.748022e-03
1.103716e+02 1.704215e-03
1.178769e+02 2.237529e-03
1.258925e+02 2.972177e-03
1.344533e+02 3.174288e-03
1.435962e+02 2.656535e-03
1.533608e+02 2.818238e-03
1.637894e+02 3.920895e-03
1.749271e+02 5.036419e-03
1.868222e+02 5.387180e-03
1.995262e+02 5.857545e-03
2.130941e+02 6.255876e-03
2.275846e+02 6.157148e-03
2.430604e+02 6.252446e-03
2.595887e+02 7.194218e-03
2.772408e+02 1.017682e-02
2.960933e+02 1.086891e-02
3.162278e+02 1.263247e-02
3.377314e+02 1.388996e-02
3.606973e+02 1.442629e-02
3.852248e+02 1.430442e-02
4.114203e+02 1.527709e-02
4.393971e+02 1.446945e-02
4.692762e+02 1.505381e-02
5.011872e+02 1.657415e-02
5.352682e+02 1.854905e-02
5.716667e+02 1.981043e-02
6.105402e+02 2.226646e-02
6.520572e+02 2.387057e-02
6.963974e+02 2.247506e-02
7.437527e+02 2.058829e-02
7.943282e+02 2.201946e-02
8.483429e+02 2.465195e-02
9.060306e+02 2.632827e-02
9.676411e+02 2.417974e-02
1.033441e+03 2.284888e-02
1.103716e+03 2.415905e-02
1.178769e+03 2.408319e-02
1.258925e+03 2.572076e-02
1.344533e+03 2.449728e-02
1.435962e+03 2.470518e-02
1.533608e+03 2.517208e-02
1.637894e+03 2.264642e-02
1.749271e+03 2.418625e-02
1.868222e+03 2.247916e-02
1.995262e+03 2.302195e-02
2.130941e+03 2.177608e-02
2.275846e+03 1.732053e-02
2.430604e+03 1.849820e-02
2.595887e+03 1.837426e-02
2.772408e+03 1.942664e-02
2.960933e+03 1.669791e-02
3.162278e+03 1.226178e-02
3.377314e+03 1.309557e-02
3.606973e+03 1.342084e-02
3.852248e+03 1.432100e-02
4.114203e+03 1.317799e-02
4.393971e+03 1.212889e-02
4.692762e+03 1.248220e-02
5.011872e+03 7.688852e-03
5.352682e+03 8.211667e-03
5.716667e+03 6.606649e-03
6.105402e+03 5.740979e-03
6.520572e+03 5.910711e-03
6.963974e+03 5.272495e-03
7.437527e+03 5.631017e-03
7.943282e+03 4.951376e-03
8.483429e+03 4.881991e-03
9.060306e+03 4.508370e-03
9.676411e+03 2.941438e-03
1.033441e+04 3.141436e-03
1.103716e+04 4.258963e-03
1.178769e+04 4.739352e-03
1.258925e+04 4.017956e-03
1.344533e+04 2.535318e-03
1.435962e+04 2.707749e-03
1.533608e+04 1.966389e-03
1.637894e+04 2.028928e-03
1.749271e+04 1.750534e-03
1.868222e+04 1.405081e-03
1.995262e+04 1.452524e-03
