# E_MeV_per_n    Probability
1.033441e+00 2.961019e-04
1.103716e+00 7.544609e-05
1.178769e+00 1.357938e-04
1.258925e+00 5.122005e-04
1.344533e+00 5.470307e-04
1.435962e+00 2.555749e-04
1.533608e+00 1.165557e-04
1.637894e+00 1.398051e-04
1.749271e+00 2.008994e-04
1.868222e+00 2.145606e-04
1.995262e+00 2.360005e-04
2.130941e+00 2.539874e-04
2.275846e+00 4.751540e-04
2.430604e+00 9.253495e-04
2.595887e+00 9.882823e-04
2.772408e+00 6.283239e-04
2.960933e+00 6.139226e-04
3.162278e+00 4.408250e-04
3.377314e+00 1.830826e-04
3.606973e+00 1.955327e-04
3.852248e+00 2.733458e-04
4.114203e+00 2.928969e-04
4.393971e+00 2.595795e-04
4.692762e+00 2.295887e-04
5.011872e+00 2.375884e-04
5.352682e+00 1.702031e-04
5.716667e+00 1.817774e-04
6.105402e+00 1.859082e-04
6.520572e+00 1.936887e-04
6.963974e+00 1.780512e-04
7.437527e+00 6.022920e-05
7.943282e+00 6.432485e-05
8.483429e+00 6.848481e-05
9.060306e+00 7.306260e-05
9.676411e+00 7.674462e-05
1.033441e+01 7.865664e-05
1.103716e+01 8.400645e-05
1.178769e+01 1.105591e-04
1.258925e+01 1.222718e-04
1.344533e+01 2.636955e-04
1.435962e+01 4.994113e-04
1.533608e+01 5.333654e-04
1.637894e+01 1.767729e-04
1.749271e+01 1.616436e-04
1.868222e+01 1.947649e-04
1.995262e+01 2.320525e-04
2.130941e+01 2.533783e-04
2.275846e+01 4.170861e-04
2.430604e+01 4.454450e-04
2.595887e+01 3.650525e-04
2.772408e+01 3.096714e-04
2.960933e+01 3.442306e-04
3.162278e+01 4.547899e-04
3.377314e+01 4.857149e-04
3.606973e+01 6.432552e-04
3.852248e+01 7.452962e-04
4.114203e+01 8.027519e-04
4.393971e+01 8.797251e-04
4.692762e+01 9.395420e-04
5.011872e+01 1.077053e-03
5.352682e+01 1.170690e-03
5.716667e+01 1.334418e-03
6.105402e+01 1.594894e-03
6.520572e+01 1.703350e-03
6.963974e+01 2.018986e-03
7.437527e+01 2.182086e-03
7.943282e+01 2.558886e-03
8.483429e+01 3.034495e-03
9.060306e+01 3.240840e-03
9.676411e+01 3.355277e-03
1.033441e+02 3.582221e-03
1.103716e+02 4.054306e-03
1.178769e+02 4.531564e-03
1.258925e+02 4.871048e-03
1.344533e+02 5.531689e-03
1.435962e+02 5.907909e-03
1.533608e+02 6.683909e-03
1.637894e+02 7.356318e-03
1.749271e+02 7.907803e-03
1.868222e+02 8.671703e-03
1.995262e+02 9.261367e-03
2.130941e+02 1.007070e-02
2.275846e+02 1.082068e-02
2.430604e+02 1.161203e-02
2.595887e+02 1.254230e-02
2.772408e+02 1.339509e-02
2.960933e+02 1.432933e-02
3.162278e+02 1.530826e-02
3.377314e+02 1.614923e-02
3.606973e+02 1.692498e-02
3.852248e+02 1.807588e-02
4.114203e+02 1.846695e-02
4.393971e+02 1.966830e-02
4.692762e+02 2.020065e-02
