# E_MeV_per_n    Probability
1.033441e+00 8.747775e-05
1.103716e+00 9.342752e-05
1.178769e+00 1.063313e-04
1.258925e+00 1.165923e-04
1.344533e+00 1.278015e-04
1.435962e+00 1.471767e-04
1.533608e+00 1.571829e-04
1.637894e+00 1.663360e-04
1.749271e+00 1.772265e-04
1.868222e+00 2.230772e-04
1.995262e+00 3.056702e-04
2.130941e+00 3.264567e-04
2.275846e+00 3.289795e-04
2.430604e+00 3.488721e-04
2.595887e+00 3.796790e-04
2.772408e+00 4.147464e-04
2.960933e+00 4.429518e-04
3.162278e+00 5.511584e-04
3.377314e+00 5.893037e-04
3.606973e+00 6.160658e-04
3.852248e+00 6.463318e-04
4.114203e+00 6.940879e-04
4.393971e+00 7.800584e-04
4.692762e+00 8.330985e-04
5.011872e+00 9.019271e-04
5.352682e+00 9.702601e-04
5.716667e+00 1.082956e-03
6.105402e+00 1.359143e-03
6.520572e+00 1.451569e-03
6.963974e+00 1.451263e-03
7.437527e+00 1.514495e-03
7.943282e+00 1.615450e-03
8.483429e+00 1.720229e-03
9.060306e+00 1.837204e-03
9.676411e+00 2.112901e-03
1.033441e+01 2.285575e-03
1.103716e+01 2.400728e-03
1.178769e+01 2.499685e-03
1.258925e+01 2.669655e-03
1.344533e+01 3.188608e-03
1.435962e+01 3.426403e-03
1.533608e+01 3.597859e-03
1.637894e+01 3.777331e-03
1.749271e+01 4.029747e-03
1.868222e+01 4.203825e-03
1.995262e+01 4.489679e-03
2.130941e+01 4.791324e-03
2.275846e+01 5.114552e-03
2.430604e+01 5.457361e-03
2.595887e+01 5.798149e-03
2.772408e+01 6.192386e-03
2.960933e+01 6.639062e-03
3.162278e+01 7.102135e-03
3.377314e+01 7.607226e-03
3.606973e+01 8.195342e-03
3.852248e+01 8.752624e-03
4.114203e+01 9.186033e-03
4.393971e+01 9.767521e-03
4.692762e+01 1.033995e-02
5.011872e+01 1.086296e-02
5.352682e+01 1.160160e-02
5.716667e+01 1.188427e-02
6.105402e+01 1.263096e-02
6.520572e+01 1.312328e-02
6.963974e+01 1.354331e-02
7.437527e+01 1.446424e-02
7.943282e+01 1.444004e-02
8.483429e+01 1.541703e-02
9.060306e+01 1.575441e-02
9.676411e+01 1.621343e-02
1.033441e+02 1.713222e-02
1.103716e+02 1.650243e-02
1.178769e+02 1.762448e-02
1.258925e+02 1.726137e-02
