# E_MeV_per_n    Probability
2.275846e+01 4.415717e-05
2.430604e+01 8.858331e-05
2.595887e+01 8.735735e-05
3.162278e+01 6.835554e-05
3.377314e+01 1.154717e-04
3.606973e+01 1.166748e-04
3.852248e+01 9.214341e-05
4.114203e+01 9.840898e-05
4.393971e+01 1.318121e-04
4.692762e+01 1.512507e-04
5.011872e+01 1.459974e-04
5.352682e+01 1.135950e-04
5.716667e+01 1.213198e-04
6.105402e+01 1.124815e-04
6.520572e+01 1.163908e-04
6.963974e+01 2.765130e-04
7.437527e+01 5.570445e-04
7.943282e+01 5.949241e-04
8.483429e+01 3.964115e-04
9.060306e+01 4.035108e-04
9.676411e+01 5.660729e-04
1.033441e+02 7.584431e-04
1.103716e+02 8.074576e-04
1.178769e+02 7.624938e-04
1.258925e+02 8.143405e-04
1.344533e+02 1.072550e-03
1.435962e+02 1.299737e-03
1.533608e+02 1.443834e-03
1.637894e+02 1.940627e-03
1.749271e+02 2.072579e-03
1.868222e+02 2.300195e-03
1.995262e+02 2.499449e-03
2.130941e+02 2.939969e-03
2.275846e+02 4.094211e-03
2.430604e+02 4.372588e-03
2.595887e+02 4.940009e-03
2.772408e+02 5.356080e-03
2.960933e+02 6.241628e-03
3.162278e+02 7.775075e-03
3.377314e+02 8.303768e-03
3.606973e+02 9.649732e-03
3.852248e+02 1.041900e-02
4.114203e+02 1.045184e-02
4.393971e+02 1.022681e-02
4.692762e+02 1.092218e-02
5.011872e+02 1.422843e-02
5.352682e+02 1.525691e-02
5.716667e+02 1.730720e-02
6.105402e+02 1.942098e-02
6.520572e+02 2.075507e-02
6.963974e+02 2.233076e-02
7.437527e+02 2.384922e-02
7.943282e+02 2.446200e-02
8.483429e+02 2.550781e-02
9.060306e+02 2.676933e-02
9.676411e+02 2.633481e-02
1.033441e+03 2.812541e-02
1.103716e+03 2.780145e-02
1.178769e+03 2.882966e-02
1.258925e+03 3.079643e-02
1.344533e+03 3.290795e-02
1.435962e+03 3.514608e-02
1.533608e+03 2.880697e-02
1.637894e+03 2.890175e-02
1.749271e+03 2.919709e-02
1.868222e+03 2.835336e-02
1.995262e+03 3.028135e-02
2.130941e+03 2.634179e-02
2.275846e+03 2.765974e-02
2.430604e+03 2.400238e-02
2.595887e+03 1.941519e-02
2.772408e+03 2.048816e-02
2.960933e+03 1.344594e-02
3.162278e+03 1.436024e-02
3.377314e+03 1.280289e-02
3.606973e+03 1.177405e-02
3.852248e+03 1.219723e-02
4.114203e+03 1.040992e-02
4.393971e+03 1.111785e-02
4.692762e+03 1.087822e-02
5.011872e+03 1.113366e-02
5.352682e+03 1.056002e-02
5.716667e+03 6.676198e-03
6.105402e+03 7.130168e-03
6.520572e+03 6.909410e-03
6.963974e+03 7.173919e-03
7.437527e+03 6.761588e-03
7.943282e+03 5.336325e-03
8.483429e+03 5.699201e-03
9.060306e+03 5.598301e-03
9.676411e+03 5.910569e-03
1.033441e+04 5.014468e-03
1.103716e+04 3.583041e-03
1.178769e+04 3.826663e-03
1.258925e+04 2.472575e-03
1.344533e+04 2.608343e-03
1.435962e+04 2.543110e-03
1.533608e+04 2.494670e-03
1.637894e+04 2.441091e-03
