# E_MeV_per_n    Probability
1.033441e+00 5.214824e-05
1.103716e+00 8.658763e-05
1.178769e+00 9.400382e-05
1.258925e+00 9.571017e-05
1.344533e+00 9.746211e-05
1.435962e+00 1.042690e-04
1.533608e+00 1.145470e-04
1.637894e+00 1.223374e-04
1.749271e+00 1.775943e-04
1.868222e+00 2.213649e-04
1.995262e+00 2.343106e-04
2.130941e+00 2.383729e-04
2.275846e+00 2.545828e-04
2.430604e+00 2.836395e-04
2.595887e+00 3.080051e-04
2.772408e+00 3.606436e-04
2.960933e+00 4.807079e-04
3.162278e+00 5.133950e-04
3.377314e+00 5.407641e-04
3.606973e+00 5.756559e-04
3.852248e+00 5.967844e-04
4.114203e+00 6.036360e-04
4.393971e+00 6.446865e-04
4.692762e+00 7.134164e-04
5.011872e+00 7.646062e-04
5.352682e+00 7.628240e-04
5.716667e+00 7.484108e-04
6.105402e+00 8.013673e-04
6.520572e+00 1.197597e-03
6.963974e+00 1.279034e-03
7.437527e+00 1.256352e-03
7.943282e+00 1.251434e-03
8.483429e+00 1.333081e-03
9.060306e+00 1.393818e-03
9.676411e+00 1.488599e-03
1.033441e+01 1.352718e-03
1.103716e+01 1.316655e-03
1.178769e+01 1.466457e-03
1.258925e+01 1.804979e-03
1.344533e+01 1.927720e-03
1.435962e+01 2.083129e-03
1.533608e+01 2.232814e-03
1.637894e+01 2.227272e-03
1.749271e+01 2.011949e-03
1.868222e+01 2.148763e-03
1.995262e+01 2.522981e-03
2.130941e+01 2.733744e-03
2.275846e+01 2.643702e-03
2.430604e+01 2.408980e-03
2.595887e+01 2.572814e-03
2.772408e+01 3.053361e-03
2.960933e+01 3.274932e-03
3.162278e+01 3.064022e-03
3.377314e+01 2.838293e-03
3.606973e+01 3.006166e-03
3.852248e+01 2.789559e-03
4.114203e+01 2.979244e-03
4.393971e+01 3.257965e-03
4.692762e+01 3.530141e-03
5.011872e+01 3.718512e-03
5.352682e+01 3.687604e-03
5.716667e+01 3.938372e-03
6.105402e+01 4.072702e-03
6.520572e+01 4.292950e-03
6.963974e+01 4.460059e-03
7.437527e+01 4.393916e-03
7.943282e+01 4.692707e-03
8.483429e+01 4.566446e-03
9.060306e+01 4.768301e-03
9.676411e+01 4.965109e-03
1.033441e+02 5.067702e-03
1.103716e+02 5.412380e-03
1.178769e+02 5.514052e-03
1.258925e+02 5.861549e-03
1.344533e+02 6.298310e-03
1.435962e+02 6.773068e-03
1.533608e+02 7.230048e-03
1.637894e+02 7.351074e-03
1.749271e+02 7.850904e-03
1.868222e+02 8.292689e-03
1.995262e+02 8.781772e-03
2.130941e+02 9.349486e-03
2.275846e+02 9.738883e-03
2.430604e+02 1.040106e-02
2.595887e+02 1.101665e-02
2.772408e+02 1.171690e-02
2.960933e+02 1.243819e-02
3.162278e+02 1.299092e-02
3.377314e+02 1.387428e-02
3.606973e+02 1.423489e-02
3.852248e+02 1.501323e-02
4.114203e+02 1.579695e-02
4.393971e+02 1.632754e-02
4.692762e+02 1.743773e-02
5.011872e+02 1.695793e-02
5.352682e+02 1.783292e-02
5.716667e+02 1.829314e-02
6.105402e+02 1.842295e-02
6.520572e+02 1.967576e-02
6.963974e+02 1.911234e-02
7.437527e+02 2.033276e-02
7.943282e+02 2.004997e-02
8.483429e+02 1.976917e-02
9.060306e+02 2.095510e-02
9.676411e+02 1.988657e-02
1.033441e+03 2.123873e-02
1.103716e+03 2.061596e-02
1.178769e+03 2.066199e-02
1.258925e+03 2.141639e-02
1.344533e+03 1.939336e-02
1.435962e+03 2.071234e-02
1.533608e+03 1.914186e-02
1.637894e+03 1.919937e-02
1.749271e+03 1.948472e-02
1.868222e+03 1.784445e-02
1.995262e+03 1.905784e-02
2.130941e+03 1.726816e-02
2.275846e+03 1.770646e-02
2.430604e+03 1.682377e-02
2.595887e+03 1.417776e-02
2.772408e+03 1.514176e-02
2.960933e+03 8.798321e-03
3.162278e+03 8.668919e-03
3.377314e+03 7.819764e-03
3.606973e+03 6.627082e-03
3.852248e+03 7.053516e-03
4.114203e+03 5.656928e-03
4.393971e+03 6.041629e-03
4.692762e+03 5.459982e-03
5.011872e+03 5.036287e-03
5.352682e+03 5.191337e-03
5.716667e+03 4.031643e-03
6.105402e+03 4.305787e-03
6.520572e+03 3.708235e-03
6.963974e+03 3.494153e-03
7.437527e+03 3.473401e-03
7.943282e+03 2.728038e-03
8.483429e+03 2.913548e-03
9.060306e+03 2.308110e-03
9.676411e+03 2.208619e-03
1.033441e+04 2.128520e-03
1.103716e+04 1.753848e-03
1.178769e+04 1.873098e-03
1.258925e+04 1.438391e-03
1.344533e+04 1.445079e-03
1.435962e+04 1.334102e-03
1.533608e+04 1.119395e-03
1.637894e+04 1.195526e-03
1.749271e+04 8.700188e-04
1.868222e+04 9.138126e-04
1.995262e+04 8.077185e-04
2.130941e+04 6.988528e-04
2.275846e+04 7.282293e-04
2.430604e+04 5.082790e-04
2.595887e+04 5.428469e-04
2.772408e+04 4.731852e-04
2.960933e+04 4.364937e-04
3.162278e+04 4.366220e-04
3.377314e+04 3.122135e-04
3.606973e+04 3.334448e-04
3.852248e+04 2.696052e-04
4.114203e+04 2.524084e-04
4.393971e+04 2.417342e-04
4.692762e+04 1.786835e-04
5.011872e+04 1.908350e-04
5.352682e+04 1.416454e-04
5.716667e+04 1.367872e-04
6.105402e+04 1.349781e-04
6.520572e+04 1.242770e-04
6.963974e+04 1.327280e-04
7.437527e+04 8.736857e-05
7.943282e+04 8.817641e-05
8.483429e+04 8.076982e-05
9.060306e+04 7.041981e-05
9.676411e+04 7.473493e-05
1.033441e+05 5.090008e-05
1.103716e+05 5.436203e-05
1.178769e+05 4.849684e-05
1.258925e+05 4.424312e-05
1.344533e+05 4.500893e-05
1.435962e+05 3.057341e-05
1.533608e+05 3.265204e-05
1.637894e+05 2.130022e-05
1.749271e+05 1.575150e-05
1.868222e+05 1.479298e-05
1.995262e+05 8.244697e-06
2.130941e+05 8.805363e-06
2.275846e+05 2.638817e-06
2.430604e+05 7.006400e-07
2.595887e+05 5.426803e-07
2.772408e+05 1.231837e-07
2.960933e+05 1.315609e-07
3.162278e+05 1.804092e-08
