# E_MeV_per_n    Probability
1.178769e+00 6.563369e-06
1.258925e+00 9.843323e-06
1.344533e+00 7.760639e-06
1.868222e+00 2.894812e-06
1.995262e+00 8.507492e-06
2.130941e+00 9.086028e-06
2.275846e+00 8.850884e-07
2.960933e+00 9.864594e-08
3.162278e+00 1.603177e-05
3.377314e+00 1.712190e-05
3.606973e+00 1.207481e-05
3.852248e+00 7.781143e-06
4.114203e+00 1.486184e-05
4.393971e+00 7.255894e-05
4.692762e+00 7.749259e-05
5.011872e+00 7.148941e-05
5.352682e+00 7.026556e-05
5.716667e+00 6.064026e-05
6.105402e+00 7.754615e-06
6.520572e+00 8.281948e-06
6.963974e+00 2.465939e-05
7.437527e+00 3.157532e-05
7.943282e+00 3.700486e-05
8.483429e+00 4.716439e-05
9.060306e+00 5.037154e-05
9.676411e+00 2.846862e-05
1.033441e+01 2.605784e-05
1.103716e+01 2.263990e-05
1.178769e+01 1.638824e-05
1.258925e+01 1.750258e-05
1.344533e+01 5.815854e-05
1.435962e+01 6.390505e-05
1.533608e+01 7.278012e-05
1.637894e+01 8.226244e-05
1.749271e+01 8.624753e-05
1.868222e+01 6.524942e-05
1.995262e+01 6.968629e-05
2.130941e+01 1.442870e-04
2.275846e+01 2.005583e-04
2.430604e+01 2.020983e-04
2.595887e+01 1.495256e-04
2.772408e+01 1.596924e-04
2.960933e+01 2.057730e-04
3.162278e+01 2.347179e-04
3.377314e+01 2.777142e-04
3.606973e+01 3.765535e-04
3.852248e+01 4.021590e-04
4.114203e+01 4.561209e-04
4.393971e+01 4.936270e-04
4.692762e+01 5.507363e-04
5.011872e+01 6.315783e-04
5.352682e+01 6.745234e-04
5.716667e+01 1.088321e-03
6.105402e+01 1.200156e-03
6.520572e+01 1.362913e-03
6.963974e+01 1.554166e-03
7.437527e+01 1.655933e-03
7.943282e+01 1.361491e-03
8.483429e+01 1.454074e-03
9.060306e+01 1.802356e-03
9.676411e+01 2.127416e-03
1.033441e+02 2.364157e-03
1.103716e+02 3.293603e-03
1.178769e+02 3.517546e-03
1.258925e+02 3.529411e-03
1.344533e+02 3.648600e-03
1.435962e+02 4.013283e-03
1.533608e+02 4.737781e-03
1.637894e+02 5.060000e-03
1.749271e+02 5.190191e-03
1.868222e+02 5.473612e-03
1.995262e+02 5.943108e-03
2.130941e+02 6.570162e-03
2.275846e+02 7.016947e-03
2.430604e+02 8.389076e-03
2.595887e+02 9.108852e-03
2.772408e+02 9.859415e-03
2.960933e+02 1.072408e-02
3.162278e+02 1.145329e-02
3.377314e+02 1.373819e-02
3.606973e+02 1.473489e-02
3.852248e+02 1.550179e-02
4.114203e+02 1.632395e-02
4.393971e+02 1.737384e-02
4.692762e+02 1.760930e-02
5.011872e+02 1.880683e-02
5.352682e+02 1.870515e-02
5.716667e+02 1.907243e-02
6.105402e+02 2.034594e-02
6.520572e+02 2.160461e-02
6.963974e+02 2.307374e-02
7.437527e+02 2.230790e-02
7.943282e+02 2.285023e-02
8.483429e+02 2.374536e-02
9.060306e+02 2.344682e-02
9.676411e+02 2.504123e-02
1.033441e+03 2.415339e-02
1.103716e+03 2.517893e-02
1.178769e+03 2.567696e-02
1.258925e+03 2.521931e-02
1.344533e+03 2.693425e-02
1.435962e+03 2.479080e-02
1.533608e+03 2.608473e-02
1.637894e+03 2.439208e-02
1.749271e+03 2.189776e-02
1.868222e+03 2.333065e-02
1.995262e+03 2.061659e-02
2.130941e+03 2.201858e-02
2.275846e+03 1.945294e-02
2.430604e+03 1.752312e-02
2.595887e+03 1.797564e-02
2.772408e+03 1.324023e-02
2.960933e+03 1.414065e-02
3.162278e+03 1.271056e-02
3.377314e+03 1.232335e-02
3.606973e+03 1.231183e-02
3.852248e+03 9.924471e-03
4.114203e+03 1.059932e-02
4.393971e+03 8.993265e-03
4.692762e+03 8.862806e-03
5.011872e+03 8.518495e-03
5.352682e+03 6.962949e-03
5.716667e+03 7.436449e-03
6.105402e+03 5.748972e-03
6.520572e+03 5.784836e-03
6.963974e+03 5.579787e-03
7.437527e+03 5.086377e-03
7.943282e+03 5.432257e-03
8.483429e+03 3.866827e-03
9.060306e+03 4.057013e-03
9.676411e+03 3.429507e-03
1.033441e+04 2.783695e-03
1.103716e+04 2.909683e-03
1.178769e+04 2.169329e-03
1.258925e+04 2.316836e-03
1.344533e+04 1.998475e-03
1.435962e+04 1.827040e-03
1.533608e+04 1.846172e-03
1.637894e+04 1.424387e-03
1.749271e+04 1.521237e-03
1.868222e+04 1.305150e-03
1.995262e+04 1.262770e-03
2.130941e+04 1.139029e-03
2.275846e+04 6.184672e-04
2.430604e+04 6.605186e-04
2.595887e+04 6.344771e-04
2.772408e+04 6.610940e-04
2.960933e+04 4.420372e-04
