# E_MeV_per_n    Probability
9.060306e+00 2.216019e-06
9.676411e+00 3.045494e-05
1.033441e+01 3.252568e-05
1.103716e+01 1.273995e-05
1.258925e+01 4.373285e-06
1.344533e+01 2.586995e-05
1.435962e+01 2.762941e-05
1.533608e+01 3.095390e-05
1.637894e+01 3.362327e-05
1.749271e+01 5.880102e-05
1.868222e+01 1.248326e-04
1.995262e+01 1.333211e-04
2.130941e+01 9.101585e-05
2.275846e+01 8.604404e-05
2.430604e+01 7.479287e-05
2.595887e+01 5.060216e-05
2.772408e+01 5.404279e-05
2.960933e+01 1.869758e-04
3.162278e+01 2.102674e-04
3.377314e+01 1.309279e-04
3.606973e+01 3.364071e-05
3.852248e+01 3.492815e-05
4.692762e+01 3.016527e-05
5.011872e+01 5.505691e-05
5.352682e+01 6.341156e-05
5.716667e+01 1.003919e-04
6.105402e+01 1.072184e-04
6.520572e+01 4.706800e-04
6.963974e+01 6.778999e-04
7.437527e+01 8.381583e-04
7.943282e+01 1.295442e-03
8.483429e+01 1.383533e-03
9.060306e+01 8.728906e-04
9.676411e+01 7.537653e-04
1.033441e+02 9.883779e-04
1.103716e+02 1.443850e-03
1.178769e+02 1.542022e-03
1.258925e+02 1.622028e-03
1.344533e+02 1.728766e-03
1.435962e+02 2.117107e-03
1.533608e+02 2.634473e-03
1.637894e+02 2.813645e-03
1.749271e+02 3.827729e-03
1.868222e+02 4.106674e-03
1.995262e+02 4.068863e-03
2.130941e+02 4.053479e-03
2.275846e+02 4.449160e-03
2.430604e+02 6.200664e-03
2.595887e+02 6.622369e-03
2.772408e+02 7.919720e-03
2.960933e+02 8.974521e-03
3.162278e+02 9.980213e-03
3.377314e+02 1.253064e-02
3.606973e+02 1.338275e-02
3.852248e+02 1.490616e-02
4.114203e+02 1.615491e-02
4.393971e+02 1.653552e-02
4.692762e+02 1.574760e-02
5.011872e+02 1.681852e-02
5.352682e+02 1.985442e-02
5.716667e+02 2.160578e-02
6.105402e+02 2.168803e-02
6.520572e+02 2.082346e-02
6.963974e+02 2.223947e-02
7.437527e+02 2.159346e-02
7.943282e+02 2.289423e-02
8.483429e+02 2.415176e-02
9.060306e+02 2.545933e-02
9.676411e+02 2.713169e-02
1.033441e+03 2.703788e-02
1.103716e+03 2.887686e-02
1.178769e+03 2.650040e-02
1.258925e+03 2.506287e-02
1.344533e+03 2.612659e-02
1.435962e+03 2.350324e-02
1.533608e+03 2.510119e-02
1.637894e+03 2.306343e-02
1.749271e+03 2.281855e-02
1.868222e+03 2.353544e-02
1.995262e+03 2.226581e-02
2.130941e+03 2.377995e-02
2.275846e+03 2.079029e-02
2.430604e+03 2.087151e-02
2.595887e+03 1.975960e-02
2.772408e+03 1.582700e-02
2.960933e+03 1.690334e-02
3.162278e+03 1.311793e-02
3.377314e+03 1.332547e-02
3.606973e+03 1.330996e-02
3.852248e+03 1.296180e-02
4.114203e+03 1.384318e-02
4.393971e+03 9.146815e-03
4.692762e+03 9.662035e-03
5.011872e+03 1.006359e-02
5.352682e+03 1.051576e-02
5.716667e+03 1.080571e-02
6.105402e+03 6.644067e-03
6.520572e+03 7.095880e-03
6.963974e+03 6.348138e-03
7.437527e+03 6.041210e-03
7.943282e+03 6.110235e-03
8.483429e+03 4.945479e-03
9.060306e+03 5.281769e-03
9.676411e+03 4.099908e-03
1.033441e+04 3.798264e-03
1.103716e+04 3.880340e-03
1.178769e+04 3.682745e-03
1.258925e+04 3.933158e-03
1.344533e+04 3.148739e-03
1.435962e+04 3.145333e-03
1.533608e+04 2.701318e-03
1.637894e+04 1.791593e-03
1.749271e+04 1.913410e-03
1.868222e+04 1.316190e-04
