# E_MeV_per_n    Probability
1.033441e+00 7.133448e-07
1.103716e+00 7.618627e-07
1.178769e+00 4.457773e-06
1.258925e+00 4.845743e-06
1.344533e+00 3.694279e-06
1.435962e+00 2.578085e-06
1.533608e+00 2.970060e-06
1.637894e+00 5.808274e-06
1.749271e+00 6.203202e-06
1.868222e+00 4.636696e-06
1.995262e+00 3.737372e-06
2.130941e+00 4.172469e-06
2.275846e+00 5.315989e-06
2.430604e+00 5.677438e-06
2.595887e+00 2.660066e-06
2.772408e+00 1.532393e-06
2.960933e+00 1.668788e-06
3.162278e+00 1.868215e-06
3.377314e+00 1.995250e-06
3.606973e+00 4.738822e-06
3.852248e+00 5.616225e-06
4.114203e+00 6.366331e-06
4.393971e+00 7.421878e-06
4.692762e+00 7.926529e-06
5.011872e+00 1.821579e-05
5.352682e+00 2.021825e-05
5.716667e+00 1.964735e-05
6.105402e+00 1.880226e-05
6.520572e+00 2.028312e-05
6.963974e+00 2.845190e-05
7.437527e+00 3.038659e-05
7.943282e+00 3.247708e-05
8.483429e+00 3.470363e-05
9.060306e+00 3.787486e-05
9.676411e+00 4.605172e-05
1.033441e+01 4.918294e-05
1.103716e+01 4.812989e-05
1.178769e+01 4.926747e-05
1.258925e+01 5.501140e-05
1.344533e+01 6.700888e-05
1.435962e+01 7.156627e-05
1.533608e+01 1.138514e-04
1.637894e+01 1.324534e-04
1.749271e+01 1.277018e-04
1.868222e+01 1.076367e-04
1.995262e+01 1.149558e-04
2.130941e+01 1.584232e-04
2.275846e+01 1.741677e-04
2.430604e+01 2.020848e-04
2.595887e+01 2.377375e-04
2.772408e+01 2.539022e-04
2.960933e+01 3.012432e-04
3.162278e+01 3.223148e-04
3.377314e+01 3.809844e-04
3.606973e+01 4.403566e-04
3.852248e+01 4.818921e-04
4.114203e+01 6.491712e-04
4.393971e+01 6.933183e-04
4.692762e+01 7.288372e-04
5.011872e+01 7.714070e-04
5.352682e+01 8.517745e-04
5.716667e+01 1.039255e-03
6.105402e+01 1.109923e-03
6.520572e+01 1.297126e-03
6.963974e+01 1.427535e-03
7.437527e+01 1.556634e-03
7.943282e+01 1.746568e-03
8.483429e+01 1.865337e-03
9.060306e+01 2.235164e-03
9.676411e+01 2.437618e-03
1.033441e+02 2.702147e-03
1.103716e+02 3.050527e-03
1.178769e+02 3.257941e-03
1.258925e+02 3.825851e-03
1.344533e+02 4.111714e-03
1.435962e+02 4.594554e-03
1.533608e+02 5.131538e-03
1.637894e+02 5.497711e-03
1.749271e+02 6.386017e-03
1.868222e+02 6.820270e-03
1.995262e+02 7.337538e-03
2.130941e+02 7.875973e-03
2.275846e+02 8.499391e-03
2.430604e+02 9.665503e-03
2.595887e+02 1.032285e-02
2.772408e+02 1.113058e-02
2.960933e+02 1.193809e-02
3.162278e+02 1.275550e-02
3.377314e+02 1.364194e-02
3.606973e+02 1.456962e-02
3.852248e+02 1.534556e-02
4.114203e+02 1.632796e-02
4.393971e+02 1.724376e-02
4.692762e+02 1.801596e-02
5.011872e+02 1.924115e-02
5.352682e+02 1.891455e-02
5.716667e+02 1.998034e-02
6.105402e+02 2.052918e-02
6.520572e+02 2.083707e-02
6.963974e+02 2.225401e-02
7.437527e+02 2.153752e-02
7.943282e+02 2.296681e-02
8.483429e+02 2.290164e-02
9.060306e+02 2.299815e-02
9.676411e+02 2.427252e-02
1.033441e+03 2.271230e-02
1.103716e+03 2.425707e-02
1.178769e+03 2.307765e-02
1.258925e+03 2.296974e-02
1.344533e+03 2.373224e-02
1.435962e+03 2.172078e-02
1.533608e+03 2.319754e-02
1.637894e+03 2.136081e-02
1.749271e+03 2.154622e-02
1.868222e+03 2.160119e-02
1.995262e+03 1.943072e-02
2.130941e+03 2.075207e-02
2.275846e+03 1.837033e-02
2.430604e+03 1.885130e-02
2.595887e+03 1.758969e-02
2.772408e+03 1.460946e-02
2.960933e+03 1.560299e-02
3.162278e+03 1.167145e-02
3.377314e+03 1.211520e-02
3.606973e+03 1.129807e-02
3.852248e+03 1.027744e-02
4.114203e+03 1.085145e-02
4.393971e+03 8.214725e-03
4.692762e+03 8.773285e-03
5.011872e+03 7.889462e-03
5.352682e+03 7.349517e-03
5.716667e+03 7.553183e-03
6.105402e+03 6.141685e-03
6.520572e+03 6.559336e-03
6.963974e+03 5.497843e-03
7.437527e+03 5.163084e-03
7.943282e+03 5.053130e-03
8.483429e+03 3.867092e-03
9.060306e+03 4.130052e-03
9.676411e+03 3.308885e-03
1.033441e+04 3.226960e-03
1.103716e+04 3.061597e-03
1.178769e+04 2.490325e-03
1.258925e+04 2.659658e-03
1.344533e+04 2.057609e-03
1.435962e+04 2.095560e-03
1.533608e+04 1.933111e-03
1.637894e+04 1.660605e-03
1.749271e+04 1.773516e-03
1.868222e+04 1.322879e-03
1.995262e+04 1.405905e-03
2.130941e+04 1.166277e-03
2.275846e+04 9.487666e-04
2.430604e+04 9.862873e-04
2.595887e+04 7.669176e-04
2.772408e+04 8.190632e-04
2.960933e+04 6.846915e-04
3.162278e+04 6.202433e-04
3.377314e+04 6.161945e-04
3.606973e+04 4.532096e-04
3.852248e+04 4.840278e-04
4.114203e+04 3.766911e-04
4.393971e+04 3.511927e-04
4.692762e+04 3.380332e-04
5.011872e+04 2.670431e-04
5.352682e+04 2.852011e-04
5.716667e+04 1.950625e-04
6.105402e+04 1.867058e-04
6.520572e+04 1.741968e-04
6.963974e+04 1.452619e-04
7.437527e+04 1.551395e-04
7.943282e+04 9.643513e-06
