# E_MeV_per_n    Probability
1.533608e+00 2.341001e-06
1.637894e+00 1.563426e-05
1.749271e+00 1.669730e-05
1.868222e+00 6.775943e-06
1.995262e+00 2.472732e-06
2.130941e+00 1.948419e-06
2.960933e+00 1.842998e-06
3.162278e+00 5.410042e-06
3.377314e+00 5.777917e-06
3.606973e+00 2.571032e-06
3.852248e+00 2.361904e-06
4.114203e+00 1.350091e-06
5.716667e+00 2.072472e-05
6.105402e+00 3.917070e-05
6.520572e+00 4.056647e-05
6.963974e+00 3.240275e-05
7.437527e+00 3.460609e-05
7.943282e+00 1.765886e-05
8.483429e+00 8.461116e-06
9.060306e+00 2.032370e-05
9.676411e+00 6.626722e-05
1.033441e+01 7.077296e-05
1.103716e+01 6.817997e-05
1.178769e+01 7.036762e-05
1.258925e+01 5.860578e-05
1.344533e+01 2.413726e-05
1.435962e+01 2.577888e-05
1.533608e+01 5.970290e-05
1.637894e+01 6.926513e-05
1.749271e+01 6.605372e-05
1.868222e+01 5.867586e-05
1.995262e+01 6.266574e-05
2.130941e+01 3.671943e-04
2.275846e+01 4.056490e-04
2.430604e+01 3.265089e-04
2.595887e+01 2.421201e-04
2.772408e+01 2.578163e-04
2.960933e+01 2.626447e-04
3.162278e+01 2.805040e-04
3.377314e+01 3.665642e-04
3.606973e+01 4.359602e-04
3.852248e+01 4.512305e-04
4.114203e+01 4.033553e-04
4.393971e+01 4.307856e-04
4.692762e+01 6.561898e-04
5.011872e+01 7.839063e-04
5.352682e+01 8.212900e-04
5.716667e+01 8.301636e-04
6.105402e+01 8.866132e-04
6.520572e+01 1.254508e-03
6.963974e+01 1.414585e-03
7.437527e+01 1.493032e-03
7.943282e+01 1.561926e-03
8.483429e+01 1.668139e-03
9.060306e+01 1.694336e-03
9.676411e+01 1.800628e-03
1.033441e+02 2.164695e-03
1.103716e+02 2.604978e-03
1.178769e+02 2.786328e-03
1.258925e+02 3.397387e-03
1.344533e+02 3.628413e-03
1.435962e+02 3.863403e-03
1.533608e+02 4.116516e-03
1.637894e+02 4.543529e-03
1.749271e+02 6.074574e-03
1.868222e+02 6.487649e-03
1.995262e+02 6.718844e-03
2.130941e+02 7.064362e-03
2.275846e+02 7.685056e-03
2.430604e+02 8.749961e-03
2.595887e+02 9.345044e-03
2.772408e+02 9.928460e-03
2.960933e+02 1.058680e-02
3.162278e+02 1.164606e-02
3.377314e+02 1.321394e-02
3.606973e+02 1.411252e-02
3.852248e+02 1.403908e-02
4.114203e+02 1.482207e-02
4.393971e+02 1.584516e-02
4.692762e+02 1.694488e-02
5.011872e+02 1.809723e-02
5.352682e+02 1.834750e-02
5.716667e+02 1.955497e-02
6.105402e+02 2.032013e-02
6.520572e+02 2.114588e-02
6.963974e+02 2.236538e-02
7.437527e+02 2.048037e-02
7.943282e+02 2.187306e-02
8.483429e+02 2.237106e-02
9.060306e+02 2.324501e-02
9.676411e+02 2.448504e-02
1.033441e+03 2.433556e-02
1.103716e+03 2.599074e-02
1.178769e+03 2.509152e-02
1.258925e+03 2.568688e-02
1.344533e+03 2.617830e-02
1.435962e+03 2.432053e-02
1.533608e+03 2.597404e-02
1.637894e+03 2.318974e-02
1.749271e+03 2.368520e-02
1.868222e+03 2.340355e-02
1.995262e+03 2.156638e-02
2.130941e+03 2.303296e-02
2.275846e+03 1.938815e-02
2.430604e+03 2.019584e-02
2.595887e+03 1.798154e-02
2.772408e+03 1.491351e-02
2.960933e+03 1.584701e-02
3.162278e+03 1.093514e-02
3.377314e+03 1.167871e-02
3.606973e+03 1.107150e-02
3.852248e+03 1.070440e-02
4.114203e+03 1.102917e-02
4.393971e+03 8.543846e-03
4.692762e+03 9.124785e-03
5.011872e+03 8.477163e-03
5.352682e+03 8.391216e-03
5.716667e+03 8.134426e-03
6.105402e+03 5.554599e-03
6.520572e+03 5.932325e-03
6.963974e+03 5.288461e-03
7.437527e+03 5.314913e-03
7.943282e+03 5.256905e-03
8.483429e+03 4.670785e-03
9.060306e+03 4.988396e-03
9.676411e+03 3.379739e-03
1.033441e+04 3.295298e-03
1.103716e+04 2.942389e-03
1.178769e+04 2.302271e-03
1.258925e+04 2.458817e-03
1.344533e+04 1.772722e-03
1.435962e+04 1.861598e-03
1.533608e+04 1.728217e-03
1.637894e+04 1.593244e-03
1.749271e+04 1.673303e-03
1.868222e+04 1.371219e-03
1.995262e+04 1.464460e-03
2.130941e+04 1.158102e-03
2.275846e+04 9.751520e-04
2.430604e+04 9.535008e-04
2.595887e+04 5.616201e-04
2.772408e+04 5.998067e-04
2.960933e+04 4.871274e-04
3.162278e+04 4.574006e-04
3.377314e+04 3.552358e-04
