# E_MeV_per_n    Probability
1.103716e+01 2.560348e-05
1.178769e+01 2.962193e-05
1.258925e+01 1.647904e-05
1.749271e+01 1.299137e-05
1.868222e+01 2.395107e-05
1.995262e+01 2.626892e-05
2.130941e+01 3.320912e-05
2.275846e+01 3.546742e-05
2.430604e+01 8.437045e-05
2.595887e+01 1.136011e-04
2.772408e+01 9.828011e-05
2.960933e+01 2.138375e-05
3.162278e+01 2.283780e-05
3.377314e+01 8.308877e-05
3.606973e+01 1.066576e-04
3.852248e+01 2.184551e-04
4.114203e+01 4.606827e-04
4.393971e+01 4.920115e-04
4.692762e+01 2.450466e-04
5.011872e+01 2.192919e-04
5.352682e+01 2.555006e-04
5.716667e+01 3.029640e-04
6.105402e+01 3.235650e-04
6.520572e+01 8.264224e-04
6.963974e+01 8.965931e-04
7.437527e+01 7.272980e-04
7.943282e+01 5.595678e-04
8.483429e+01 5.833257e-04
9.060306e+01 4.353649e-04
9.676411e+01 4.649701e-04
1.033441e+02 9.323806e-04
1.103716e+02 1.268128e-03
1.178769e+02 1.273869e-03
1.258925e+02 9.637913e-04
1.344533e+02 1.029330e-03
1.435962e+02 1.352403e-03
1.533608e+02 1.544283e-03
1.637894e+02 1.893803e-03
1.749271e+02 2.693150e-03
1.868222e+02 2.876285e-03
1.995262e+02 2.781970e-03
2.130941e+02 2.907110e-03
2.275846e+02 3.665894e-03
2.430604e+02 4.885618e-03
2.595887e+02 5.217887e-03
2.772408e+02 5.072791e-03
2.960933e+02 5.375413e-03
3.162278e+02 7.536138e-03
3.377314e+02 1.010421e-02
3.606973e+02 1.077208e-02
3.852248e+02 1.071461e-02
4.114203e+02 1.144318e-02
4.393971e+02 1.351494e-02
4.692762e+02 1.542304e-02
5.011872e+02 1.644620e-02
5.352682e+02 1.737843e-02
5.716667e+02 1.856021e-02
6.105402e+02 2.019968e-02
6.520572e+02 2.176102e-02
6.963974e+02 2.220891e-02
7.437527e+02 2.005097e-02
7.943282e+02 2.141445e-02
8.483429e+02 2.370689e-02
9.060306e+02 2.556919e-02
9.676411e+02 2.576378e-02
1.033441e+03 2.421013e-02
1.103716e+03 2.585677e-02
1.178769e+03 2.686990e-02
1.258925e+03 2.858777e-02
1.344533e+03 2.869541e-02
1.435962e+03 2.808938e-02
1.533608e+03 2.999912e-02
1.637894e+03 2.509352e-02
1.749271e+03 2.662418e-02
1.868222e+03 2.547951e-02
1.995262e+03 2.446333e-02
2.130941e+03 2.562451e-02
2.275846e+03 2.109626e-02
2.430604e+03 2.253065e-02
2.595887e+03 1.979211e-02
2.772408e+03 1.850833e-02
2.960933e+03 1.865056e-02
3.162278e+03 1.454654e-02
3.377314e+03 1.553568e-02
3.606973e+03 1.498742e-02
3.852248e+03 1.538385e-02
4.114203e+03 1.486890e-02
4.393971e+03 1.167262e-02
4.692762e+03 1.246630e-02
5.011872e+03 1.011549e-02
5.352682e+03 1.011356e-02
5.716667e+03 9.464180e-03
6.105402e+03 7.829113e-03
6.520572e+03 8.361512e-03
6.963974e+03 6.492925e-03
7.437527e+03 6.738147e-03
7.943282e+03 6.722616e-03
8.483429e+03 6.644821e-03
9.060306e+03 6.988495e-03
9.676411e+03 3.587890e-03
1.033441e+04 3.831844e-03
1.103716e+04 3.647066e-03
1.178769e+04 3.559280e-03
1.258925e+04 3.826490e-03
1.344533e+04 4.263473e-03
1.435962e+04 4.553439e-03
1.533608e+04 3.108155e-03
1.637894e+04 2.460492e-03
1.749271e+04 2.011390e-03
