# E_MeV_per_n    Probability
1.033441e+00 4.160477e-03
1.103716e+00 2.782656e-03
1.178769e+00 2.889667e-03
1.258925e+00 3.298347e-03
1.344533e+00 3.738041e-03
1.435962e+00 3.987102e-03
1.533608e+00 4.165729e-03
1.637894e+00 4.449042e-03
1.749271e+00 4.583042e-03
1.868222e+00 4.780910e-03
1.995262e+00 5.200377e-03
2.130941e+00 6.085806e-03
2.275846e+00 6.499655e-03
2.430604e+00 7.346304e-03
2.595887e+00 8.020789e-03
2.772408e+00 8.570736e-03
2.960933e+00 9.167416e-03
3.162278e+00 9.790780e-03
3.377314e+00 1.028116e-02
3.606973e+00 1.093655e-02
3.852248e+00 1.066689e-02
4.114203e+00 9.495078e-03
4.393971e+00 1.014079e-02
4.692762e+00 1.161427e-02
5.011872e+00 1.248829e-02
5.352682e+00 1.323738e-02
5.716667e+00 1.401421e-02
6.105402e+00 1.497192e-02
6.520572e+00 1.678026e-02
6.963974e+00 1.792133e-02
7.437527e+00 1.643868e-02
7.943282e+00 1.533076e-02
8.483429e+00 1.611707e-02
9.060306e+00 1.499269e-02
9.676411e+00 1.601221e-02
1.033441e+01 1.751090e-02
1.103716e+01 1.892335e-02
1.178769e+01 1.912242e-02
1.258925e+01 1.611388e-02
1.344533e+01 1.720964e-02
1.435962e+01 1.955502e-02
1.533608e+01 2.127408e-02
1.637894e+01 2.123272e-02
1.749271e+01 1.920855e-02
1.868222e+01 2.051474e-02
1.995262e+01 2.168288e-02
2.130941e+01 2.311841e-02
2.275846e+01 2.242618e-02
2.430604e+01 2.054990e-02
2.595887e+01 2.194750e-02
2.772408e+01 1.931051e-02
2.960933e+01 2.043562e-02
3.162278e+01 2.091508e-02
3.377314e+01 2.142615e-02
3.606973e+01 2.264179e-02
3.852248e+01 2.013854e-02
4.114203e+01 2.150792e-02
4.393971e+01 1.868159e-02
4.692762e+01 1.709778e-02
5.011872e+01 1.784233e-02
5.352682e+01 1.676021e-02
5.716667e+01 1.789995e-02
6.105402e+01 1.301416e-02
6.520572e+01 1.130624e-02
6.963974e+01 1.125196e-02
7.437527e+01 9.580851e-03
7.943282e+01 1.023236e-02
8.483429e+01 8.343606e-03
9.060306e+01 8.280393e-03
9.676411e+01 7.897408e-03
1.033441e+02 6.689848e-03
1.103716e+02 7.144856e-03
1.178769e+02 5.327710e-03
1.258925e+02 5.452719e-03
1.344533e+02 4.521282e-03
1.435962e+02 3.245812e-03
1.533608e+02 3.458332e-03
1.637894e+02 2.831424e-03
1.749271e+02 3.023944e-03
1.868222e+02 2.123722e-03
1.995262e+02 1.369702e-03
2.130941e+02 1.482325e-03
2.275846e+02 1.745969e-03
2.430604e+02 1.864683e-03
2.595887e+02 9.361917e-04
2.772408e+02 4.385780e-04
2.960933e+02 3.961967e-04
3.162278e+02 1.430311e-04
3.377314e+02 1.527570e-04
3.606973e+02 2.627642e-04
3.852248e+02 3.130402e-04
4.114203e+02 2.339061e-04
4.393971e+02 1.958726e-05
4.692762e+02 2.091910e-05
5.011872e+02 3.172529e-06
5.352682e+02 1.878911e-07
5.716667e+02 7.782959e-05
6.105402e+02 1.980573e-04
6.520572e+02 2.115257e-04
6.963974e+02 1.393476e-04
7.437527e+02 1.452177e-04
7.943282e+02 8.229422e-05
8.483429e+02 1.601948e-05
9.060306e+02 1.602205e-05
