# E_MeV_per_n    Probability
3.606973e+00 4.634259e-06
3.852248e+00 1.046561e-05
4.114203e+00 1.108833e-05
4.393971e+00 5.767483e-06
4.692762e+00 6.159643e-06
5.011872e+00 2.808046e-06
5.716667e+00 4.509972e-07
6.105402e+00 4.059866e-06
6.520572e+00 4.335947e-06
6.963974e+00 2.420560e-05
7.437527e+00 3.602212e-05
7.943282e+00 4.687409e-05
8.483429e+00 8.165644e-05
9.060306e+00 8.720903e-05
9.676411e+00 4.570552e-05
1.033441e+01 3.382128e-05
1.103716e+01 3.771801e-05
1.178769e+01 4.385470e-05
1.258925e+01 4.683666e-05
1.344533e+01 6.033857e-05
1.435962e+01 6.609015e-05
1.533608e+01 9.109998e-05
1.637894e+01 1.270260e-04
1.749271e+01 1.356630e-04
1.868222e+01 2.094341e-04
1.995262e+01 2.259893e-04
2.130941e+01 2.171519e-04
2.275846e+01 2.085156e-04
2.430604e+01 2.213849e-04
2.595887e+01 2.175539e-04
2.772408e+01 2.323461e-04
2.960933e+01 2.605121e-04
3.162278e+01 2.861583e-04
3.377314e+01 3.215095e-04
3.606973e+01 4.252105e-04
3.852248e+01 4.541247e-04
4.114203e+01 5.483016e-04
4.393971e+01 6.113630e-04
4.692762e+01 6.392914e-04
5.011872e+01 6.441631e-04
5.352682e+01 6.879639e-04
5.716667e+01 9.088211e-04
6.105402e+01 1.010723e-03
6.520572e+01 1.185776e-03
6.963974e+01 1.455236e-03
7.437527e+01 1.554190e-03
7.943282e+01 1.942071e-03
8.483429e+01 2.100169e-03
9.060306e+01 2.207936e-03
9.676411e+01 2.316945e-03
1.033441e+02 2.484405e-03
1.103716e+02 3.201087e-03
1.178769e+02 3.418738e-03
1.258925e+02 3.717223e-03
1.344533e+02 4.021770e-03
1.435962e+02 4.344820e-03
1.533608e+02 5.020119e-03
1.637894e+02 5.361539e-03
1.749271e+02 6.217204e-03
1.868222e+02 6.891182e-03
1.995262e+02 7.260894e-03
2.130941e+02 7.390371e-03
2.275846e+02 7.892933e-03
2.430604e+02 9.567488e-03
2.595887e+02 1.057088e-02
2.772408e+02 1.133577e-02
2.960933e+02 1.220829e-02
3.162278e+02 1.303842e-02
3.377314e+02 1.373682e-02
3.606973e+02 1.464180e-02
3.852248e+02 1.517205e-02
4.114203e+02 1.553891e-02
4.393971e+02 1.659564e-02
4.692762e+02 1.912418e-02
5.011872e+02 2.046955e-02
5.352682e+02 1.985699e-02
5.716667e+02 1.929616e-02
6.105402e+02 2.053395e-02
6.520572e+02 2.091437e-02
6.963974e+02 2.233657e-02
7.437527e+02 2.239504e-02
7.943282e+02 2.299479e-02
8.483429e+02 2.424036e-02
9.060306e+02 2.429077e-02
9.676411e+02 2.594256e-02
1.033441e+03 2.368509e-02
1.103716e+03 2.368648e-02
1.178769e+03 2.469486e-02
1.258925e+03 2.469983e-02
1.344533e+03 2.637945e-02
1.435962e+03 2.403960e-02
1.533608e+03 2.474374e-02
1.637894e+03 2.448403e-02
1.749271e+03 2.275005e-02
1.868222e+03 2.429706e-02
1.995262e+03 2.044742e-02
2.130941e+03 2.135372e-02
2.275846e+03 1.995313e-02
2.430604e+03 1.800779e-02
2.595887e+03 1.905945e-02
2.772408e+03 1.235234e-02
2.960933e+03 1.319238e-02
3.162278e+03 1.143691e-02
3.377314e+03 1.016383e-02
3.606973e+03 1.055635e-02
3.852248e+03 9.057029e-03
4.114203e+03 9.672889e-03
4.393971e+03 8.174659e-03
4.692762e+03 7.644914e-03
5.011872e+03 7.636871e-03
5.352682e+03 6.250069e-03
5.716667e+03 6.675091e-03
6.105402e+03 5.341398e-03
6.520572e+03 5.161361e-03
6.963974e+03 5.028198e-03
7.437527e+03 4.320911e-03
7.943282e+03 4.614738e-03
8.483429e+03 3.259306e-03
9.060306e+03 3.230186e-03
9.676411e+03 3.046729e-03
1.033441e+04 2.686206e-03
1.103716e+04 2.868907e-03
1.178769e+04 1.955884e-03
1.258925e+04 2.057625e-03
1.344533e+04 1.861549e-03
1.435962e+04 1.672226e-03
1.533608e+04 1.748350e-03
1.637894e+04 1.379760e-03
1.749271e+04 1.473576e-03
1.868222e+04 1.195393e-03
1.995262e+04 1.041011e-03
2.130941e+04 1.041730e-03
2.275846e+04 7.690462e-04
2.430604e+04 8.213359e-04
2.595887e+04 6.320209e-04
2.772408e+04 5.785573e-04
2.960933e+04 5.295554e-04
3.162278e+04 3.241989e-04
3.377314e+04 3.462440e-04
3.606973e+04 3.694645e-04
3.852248e+04 3.945166e-04
4.114203e+04 3.692819e-04
4.393971e+04 3.046511e-04
4.692762e+04 3.253658e-04
5.011872e+04 2.527924e-05
