# E_MeV_per_n    Probability
4.114203e+01 4.517128e-05
4.393971e+01 8.928214e-05
4.692762e+01 9.386714e-05
5.011872e+01 8.313557e-05
5.352682e+01 8.878850e-05
5.716667e+01 3.412505e-05
6.520572e+01 2.913935e-05
6.963974e+01 1.658635e-04
7.437527e+01 1.771420e-04
7.943282e+01 4.932858e-05
9.060306e+01 2.005176e-05
9.676411e+01 7.391296e-05
1.033441e+02 7.893856e-05
1.103716e+02 1.367955e-05
1.749271e+02 8.218403e-04
1.868222e+02 1.784196e-03
1.995262e+02 1.946916e-03
2.130941e+02 3.298892e-03
2.275846e+02 3.523224e-03
2.430604e+02 2.430558e-03
2.595887e+02 1.615451e-03
2.772408e+02 1.578322e-03
2.960933e+02 7.060184e-04
3.162278e+02 7.540260e-04
3.377314e+02 1.526896e-03
3.606973e+02 1.974559e-03
3.852248e+02 2.695200e-03
4.114203e+02 4.855784e-03
4.393971e+02 5.186003e-03
4.692762e+02 5.589853e-03
5.011872e+02 5.984512e-03
5.352682e+02 5.634622e-03
5.716667e+02 4.464718e-03
6.105402e+02 4.768311e-03
6.520572e+02 6.258791e-03
6.963974e+02 6.840802e-03
7.437527e+02 8.331467e-03
7.943282e+02 1.027294e-02
8.483429e+02 1.097151e-02
9.060306e+02 1.643398e-02
9.676411e+02 1.762339e-02
1.033441e+03 1.771798e-02
1.103716e+03 1.793423e-02
1.178769e+03 1.975719e-02
1.258925e+03 2.774639e-02
1.344533e+03 2.963317e-02
1.435962e+03 2.830432e-02
1.533608e+03 2.825067e-02
1.637894e+03 2.972026e-02
1.749271e+03 2.969981e-02
1.868222e+03 3.171942e-02
1.995262e+03 2.977851e-02
2.130941e+03 3.028732e-02
2.275846e+03 3.104728e-02
2.430604e+03 2.981328e-02
2.595887e+03 3.184087e-02
2.772408e+03 2.805089e-02
2.960933e+03 2.875736e-02
3.162278e+03 2.680382e-02
3.377314e+03 2.222357e-02
3.606973e+03 2.373483e-02
3.852248e+03 2.120837e-02
4.114203e+03 2.236300e-02
4.393971e+03 2.012157e-02
4.692762e+03 1.739748e-02
5.011872e+03 1.859762e-02
5.352682e+03 2.031495e-02
5.716667e+03 2.169643e-02
6.105402e+03 1.944977e-02
6.520572e+03 1.807240e-02
6.963974e+03 1.819751e-02
7.437527e+03 1.229192e-02
7.943282e+03 1.312779e-02
8.483429e+03 1.251623e-02
9.060306e+03 1.266207e-02
9.676411e+03 1.225630e-02
1.033441e+04 8.899380e-03
1.103716e+04 9.504669e-03
1.178769e+04 9.468987e-03
1.258925e+04 9.923545e-03
1.344533e+04 8.640386e-03
1.435962e+04 5.272146e-03
1.533608e+04 5.630589e-03
1.637894e+04 6.505213e-04
