# E_MeV_per_n    Probability
1.533608e+00 3.479444e-06
1.637894e+00 5.196385e-06
1.749271e+00 4.260504e-06
1.868222e+00 7.289534e-07
1.995262e+00 7.785212e-07
2.130941e+00 2.747074e-06
2.275846e+00 3.402089e-06
2.430604e+00 3.875116e-06
2.595887e+00 4.584919e-06
2.772408e+00 4.896665e-06
2.960933e+00 4.614981e-07
3.377314e+00 3.489993e-06
3.606973e+00 7.974435e-06
3.852248e+00 8.481333e-06
4.114203e+00 5.211351e-06
4.393971e+00 5.565750e-06
4.692762e+00 2.569804e-06
5.352682e+00 1.218907e-07
5.716667e+00 1.152040e-06
6.105402e+00 1.230377e-06
6.520572e+00 4.736692e-06
6.963974e+00 6.881383e-06
7.437527e+00 7.919399e-06
7.943282e+00 1.067314e-05
8.483429e+00 1.139893e-05
9.060306e+00 3.782135e-05
9.676411e+00 4.874974e-05
1.033441e+01 4.948881e-05
1.103716e+01 4.694225e-05
1.178769e+01 5.013400e-05
1.258925e+01 5.760266e-05
1.344533e+01 6.219907e-05
1.435962e+01 7.743252e-05
1.533608e+01 9.900676e-05
1.637894e+01 1.057403e-04
1.749271e+01 8.057837e-05
1.868222e+01 8.470015e-05
1.995262e+01 1.074958e-04
2.130941e+01 1.316438e-04
2.275846e+01 1.402699e-04
2.430604e+01 1.446505e-04
2.595887e+01 1.544882e-04
2.772408e+01 3.185380e-04
2.960933e+01 4.410127e-04
3.162278e+01 4.299266e-04
3.377314e+01 2.390219e-04
3.606973e+01 2.552760e-04
3.852248e+01 2.603080e-04
4.114203e+01 2.728522e-04
4.393971e+01 3.265059e-04
4.692762e+01 4.508787e-04
5.011872e+01 4.815410e-04
5.352682e+01 7.559612e-04
5.716667e+01 8.651167e-04
6.105402e+01 9.276263e-04
6.520572e+01 9.974051e-04
6.963974e+01 1.065229e-03
7.437527e+01 1.197605e-03
7.943282e+01 1.284980e-03
8.483429e+01 1.491952e-03
9.060306e+01 1.736915e-03
9.676411e+01 1.856057e-03
1.033441e+02 2.063771e-03
1.103716e+02 2.204138e-03
1.178769e+02 2.422169e-03
1.258925e+02 2.641532e-03
1.344533e+02 2.863465e-03
1.435962e+02 3.400649e-03
1.533608e+02 3.631853e-03
1.637894e+02 4.201043e-03
1.749271e+02 4.655613e-03
1.868222e+02 5.079090e-03
1.995262e+02 5.831249e-03
2.130941e+02 6.227792e-03
2.275846e+02 6.844299e-03
2.430604e+02 7.371352e-03
2.595887e+02 8.065036e-03
2.772408e+02 9.047885e-03
2.960933e+02 9.663199e-03
3.162278e+02 1.040024e-02
3.377314e+02 1.112043e-02
3.606973e+02 1.185044e-02
3.852248e+02 1.261798e-02
4.114203e+02 1.347598e-02
4.393971e+02 1.449608e-02
4.692762e+02 1.548569e-02
5.011872e+02 1.628535e-02
5.352682e+02 1.714565e-02
5.716667e+02 1.821878e-02
6.105402e+02 1.807302e-02
6.520572e+02 1.930203e-02
6.963974e+02 1.968637e-02
7.437527e+02 2.042445e-02
7.943282e+02 2.152972e-02
8.483429e+02 2.151185e-02
9.060306e+02 2.297465e-02
9.676411e+02 2.243135e-02
1.033441e+03 2.309063e-02
1.103716e+03 2.367561e-02
1.178769e+03 2.246749e-02
1.258925e+03 2.399520e-02
1.344533e+03 2.227593e-02
1.435962e+03 2.300844e-02
1.533608e+03 2.283126e-02
1.637894e+03 2.126419e-02
1.749271e+03 2.271003e-02
1.868222e+03 2.121207e-02
1.995262e+03 2.236625e-02
2.130941e+03 2.185390e-02
2.275846e+03 2.093386e-02
2.430604e+03 2.225407e-02
2.595887e+03 1.735882e-02
2.772408e+03 1.853910e-02
2.960933e+03 1.651300e-02
3.162278e+03 1.503701e-02
3.377314e+03 1.563558e-02
3.606973e+03 1.338274e-02
3.852248e+03 1.429276e-02
4.114203e+03 1.231513e-02
4.393971e+03 1.163017e-02
4.692762e+03 1.179929e-02
5.011872e+03 1.028404e-02
5.352682e+03 1.098332e-02
5.716667e+03 9.132838e-03
6.105402e+03 8.939557e-03
6.520572e+03 8.539348e-03
6.963974e+03 6.879417e-03
7.437527e+03 7.347208e-03
7.943282e+03 6.023296e-03
8.483429e+03 6.145300e-03
9.060306e+03 5.683731e-03
9.676411e+03 4.803485e-03
1.033441e+04 5.130091e-03
1.103716e+04 4.021411e-03
1.178769e+04 4.244940e-03
1.258925e+04 3.650342e-03
1.344533e+04 3.049592e-03
1.435962e+04 3.201581e-03
1.533608e+04 2.637560e-03
1.637894e+04 2.816942e-03
1.749271e+04 2.386354e-03
1.868222e+04 2.151997e-03
1.995262e+04 2.149875e-03
2.130941e+04 1.539576e-03
2.275846e+04 1.644271e-03
2.430604e+04 1.267382e-03
2.595887e+04 1.156018e-03
2.772408e+04 1.135821e-03
2.960933e+04 9.355419e-04
3.162278e+04 9.991566e-04
3.377314e+04 1.878249e-04
