# E_MeV_per_n    Probability
1.033441e+00 1.348994e-03
1.435962e+00 5.225667e-03
1.533608e+00 2.645760e-02
1.637894e+00 2.825700e-02
1.749271e+00 2.964928e-02
1.868222e+00 3.148873e-02
1.995262e+00 2.310723e-02
2.772408e+00 1.945795e-03
2.960933e+00 5.017432e-03
3.162278e+00 5.358606e-03
3.377314e+00 2.794607e-01
3.606973e+00 3.113584e-01
3.852248e+00 1.613447e-01
5.352682e+00 1.822255e-02
5.716667e+00 3.165778e-02
6.105402e+00 2.835048e-02
7.437527e+00 3.199853e-03
7.943282e+00 4.785998e-03
8.483429e+00 3.763219e-03
